Timestamp,GHI,DNI,DHI,ModA,ModB,Tamb,RH,WS,WSgust,WSstdev,WD,WDstdev,BP,Cleaning,Precipitation,TModA,TModB,Comments
2021-08-31,198.05102509133732,99.0418792837948,118.68093239530178,185.08676590476765,185.05181013919503,26.550834868202543,86.1821431806516,1.5387119176303632,2.1558350191732845,0.4147136085026722,157.56824783356984,6.48559739122558,995.2704489869864,0.001086989341465624,0.007243576194933422,33.58642169147619,31.644762824964523,
2021-09-30,222.88743055555557,128.17990046296296,122.12416898148147,214.70118055555557,214.85261805555555,27.157532407407405,83.37237037037036,1.8008217592592592,2.4373194444444444,0.4435092592592592,176.26397916666667,8.119094907407408,995.3348611111111,0.0009722222222222222,0.0037592592592592595,35.12159953703704,33.01329861111111,
2021-10-31,261.37970430107526,222.18712589605735,95.8247020609319,266.34999775985665,265.86131944444446,29.229462365591395,72.30443100358423,1.6664695340501792,2.2330779569892476,0.4263754480286739,182.03386424731184,8.785241935483871,994.0457437275986,0.0007168458781362007,0.0001388888888888889,38.264276433691755,35.69563396057348,
2021-11-30,249.5467337962963,256.5986666666667,75.57812268518518,269.2566342592593,264.6458287037037,27.419645833333334,56.66563425925926,1.3342268518518519,1.797939814814815,0.36547685185185186,146.22032407407409,6.414157407407407,993.5506481481482,0.0007638888888888889,0.0,35.38954861111111,32.357819444444445,
2021-12-31,230.1139538530466,211.0364247311828,89.95624551971326,255.60461693548388,237.76103046594983,24.019283154121865,35.823098118279574,1.9607258064516129,2.5586424731182795,0.42204077060931905,73.56095654121864,6.78692876344086,995.3691308243727,0.0007168458781362007,0.0,29.360248655913978,26.162128136200714,
2022-01-31,236.12789874551973,223.52804435483873,85.09992383512545,258.1102889784946,242.31071236559137,23.328140681003582,28.168409498207886,2.4468682795698924,3.1744377240143367,0.4960013440860215,82.17340725806451,8.344684139784947,996.7336917562724,0.000828853046594982,0.0,28.543434139784946,25.49861111111111,
2022-02-28,261.71738095238095,183.57520833333334,123.60211061507935,271.78960565476194,251.9219915674603,25.814007936507938,23.674923115079366,1.9996304563492064,2.598871527777778,0.42572172619047616,69.47017113095238,6.966760912698413,994.7700892857143,0.0010168650793650794,0.0,31.792614087301587,27.922552083333333,
2022-03-31,246.6812724014337,101.95534722222223,159.99985887096776,243.23636200716845,222.42878360215056,31.699034498207883,22.38578405017921,1.9942607526881722,2.603454301075269,0.43975806451612903,127.00593413978496,7.990656362007169,991.4278897849463,0.000985663082437276,0.0,38.388953853046594,34.67591173835125,
2022-04-30,268.7597847222222,160.6307337962963,134.6993287037037,250.33837731481484,243.63408101851854,33.77363888888889,39.51972222222222,2.843025462962963,3.7561435185185186,0.5875416666666666,202.3121759259259,11.399391203703704,990.7667592592593,0.0009953703703703704,4.8611111111111115e-05,41.142916666666665,38.48215046296296,
2022-05-31,256.2386290322581,147.09129256272402,135.6355152329749,228.60301747311826,224.9958221326165,32.49517697132617,53.50182123655914,2.9357325268817207,3.8785035842293905,0.6012320788530466,210.8069466845878,11.813693996415772,993.4913978494624,0.0009184587813620071,0.001899641577060932,40.17444444444445,37.631834677419356,
2022-06-30,232.78753703703703,144.55277777777778,118.63752083333334,202.0957685185185,200.3854050925926,29.332550925925926,68.76846527777778,2.3815439814814816,3.165648148148148,0.5218217592592592,193.3572777777778,9.86349074074074,994.232337962963,0.0011342592592592593,0.004296296296296296,36.84005092592592,34.46747222222222,
2022-07-31,222.81444444444446,130.13596998207885,121.3143974014337,196.63982974910394,195.21334453405015,27.329885752688174,81.64100806451613,2.3650156810035843,3.1376769713261647,0.5164941756272401,202.557354390681,9.409558691756272,995.3618055555555,0.0009408602150537635,0.005909498207885305,34.40578853046595,32.146135752688174,
2022-08-31,205.93210658796977,99.06894366808437,132.69578161617915,186.42928565228712,185.1572953736655,26.311431299366376,85.58439371582328,2.19948789167607,2.891485114139398,0.47738911552816593,208.457859560802,8.425162746289384,995.1671729884558,0.001128374273066574,0.004895408384688829,33.005485634927524,30.847860428782226,
